Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:148, Value:1, Discovered faults:{'148_s-a-0'} 
Wire:149, Value:1, Discovered faults:{'149_s-a-0'} 
Wire:150, Value:1, Discovered faults:{'150_s-a-0'} 
Wire:151, Value:1, Discovered faults:{'151_s-a-0'} 
Wire:152, Value:0, Discovered faults:{'152_s-a-1'} 
Wire:153, Value:1, Discovered faults:{'153_s-a-0'} 
Wire:154, Value:1, Discovered faults:{'154_s-a-0'} 
Wire:155, Value:1, Discovered faults:{'155_s-a-0'} 
Wire:156, Value:0, Discovered faults:{'156_s-a-1'} 
Wire:157, Value:1, Discovered faults:{'157_s-a-0'} 
Wire:158, Value:0, Discovered faults:{'158_s-a-1'} 
Wire:159, Value:0, Discovered faults:{'159_s-a-1'} 
Wire:160, Value:1, Discovered faults:{'160_s-a-0'} 
Wire:161, Value:1, Discovered faults:{'161_s-a-0'} 
Wire:162, Value:1, Discovered faults:{'162_s-a-0'} 
Wire:163, Value:1, Discovered faults:{'163_s-a-0'} 
Wire:164, Value:1, Discovered faults:{'164_s-a-0'} 
Wire:165, Value:0, Discovered faults:{'165_s-a-1'} 
Wire:166, Value:1, Discovered faults:{'166_s-a-0'} 
Wire:167, Value:1, Discovered faults:{'167_s-a-0'} 
Wire:168, Value:0, Discovered faults:{'168_s-a-1'} 
Wire:169, Value:0, Discovered faults:{'169_s-a-1'} 
Wire:170, Value:0, Discovered faults:{'170_s-a-1'} 
Wire:171, Value:0, Discovered faults:{'171_s-a-1'} 
Wire:172, Value:0, Discovered faults:{'172_s-a-1'} 
Wire:173, Value:1, Discovered faults:{'173_s-a-0'} 
Wire:174, Value:1, Discovered faults:{'174_s-a-0'} 
Wire:175, Value:0, Discovered faults:{'175_s-a-1'} 
Wire:176, Value:0, Discovered faults:{'176_s-a-1'} 
Wire:177, Value:0, Discovered faults:{'177_s-a-1'} 
Wire:178, Value:0, Discovered faults:{'178_s-a-1'} 
Wire:179, Value:1, Discovered faults:{'179_s-a-0'} 
Wire:180, Value:1, Discovered faults:{'180_s-a-0'} 
Wire:181, Value:1, Discovered faults:{'181_s-a-0'} 
Wire:182, Value:1, Discovered faults:{'182_s-a-0'} 
Wire:183, Value:0, Discovered faults:{'183_s-a-1'} 
Wire:184, Value:0, Discovered faults:{'184_s-a-1'} 
Wire:185, Value:0, Discovered faults:{'185_s-a-1'} 
Wire:186, Value:0, Discovered faults:{'186_s-a-1'} 
Wire:187, Value:0, Discovered faults:{'187_s-a-1'} 
Wire:188, Value:0, Discovered faults:{'188_s-a-1'} 
Wire:189, Value:1, Discovered faults:{'189_s-a-0'} 
Wire:190, Value:0, Discovered faults:{'190_s-a-1'} 
Wire:191, Value:1, Discovered faults:{'191_s-a-0'} 
Wire:192, Value:1, Discovered faults:{'192_s-a-0'} 
Wire:193, Value:0, Discovered faults:{'193_s-a-1'} 
Wire:194, Value:0, Discovered faults:{'194_s-a-1'} 
Wire:195, Value:1, Discovered faults:{'195_s-a-0'} 
Wire:196, Value:1, Discovered faults:{'196_s-a-0'} 
Wire:197, Value:0, Discovered faults:{'197_s-a-1'} 
Wire:198, Value:0, Discovered faults:{'198_s-a-1'} 
Wire:199, Value:0, Discovered faults:{'199_s-a-1'} 
Wire:200, Value:1, Discovered faults:{'200_s-a-0'} 
Wire:201, Value:0, Discovered faults:{'201_s-a-1'} 
Wire:202, Value:0, Discovered faults:{'202_s-a-1'} 
Wire:203, Value:1, Discovered faults:{'203_s-a-0'} 
Wire:204, Value:0, Discovered faults:{'204_s-a-1'} 
Wire:205, Value:0, Discovered faults:{'205_s-a-1'} 
Wire:206, Value:0, Discovered faults:{'206_s-a-1'} 
Wire:207, Value:1, Discovered faults:{'207_s-a-0'} 
Wire:208, Value:1, Discovered faults:{'208_s-a-0'} 
Wire:209, Value:0, Discovered faults:{'209_s-a-1'} 
Wire:210, Value:1, Discovered faults:{'210_s-a-0'} 
Wire:211, Value:1, Discovered faults:{'211_s-a-0'} 
Wire:212, Value:1, Discovered faults:{'212_s-a-0'} 
Wire:213, Value:0, Discovered faults:{'213_s-a-1'} 
Wire:214, Value:0, Discovered faults:{'214_s-a-1'} 
Wire:215, Value:0, Discovered faults:{'215_s-a-1'} 
Wire:216, Value:0, Discovered faults:{'216_s-a-1'} 
Wire:217, Value:0, Discovered faults:{'217_s-a-1'} 
Wire:218, Value:1, Discovered faults:{'218_s-a-0'} 
Wire:219, Value:0, Discovered faults:{'219_s-a-1'} 
Wire:224, Value:1, Discovered faults:{'224_s-a-0'} 
Wire:227, Value:1, Discovered faults:{'227_s-a-0'} 
Wire:230, Value:0, Discovered faults:{'230_s-a-1'} 
Wire:231, Value:1, Discovered faults:{'231_s-a-0'} 
Wire:234, Value:1, Discovered faults:{'234_s-a-0'} 
Wire:237, Value:1, Discovered faults:{'237_s-a-0'} 
Wire:241, Value:1, Discovered faults:{'241_s-a-0'} 
Wire:246, Value:0, Discovered faults:{'246_s-a-1'} 
Wire:253, Value:1, Discovered faults:{'253_s-a-0'} 
Wire:256, Value:0, Discovered faults:{'256_s-a-1'} 
Wire:259, Value:0, Discovered faults:{'259_s-a-1'} 
Wire:262, Value:0, Discovered faults:{'262_s-a-1'} 
Wire:263, Value:1, Discovered faults:{'263_s-a-0'} 
Wire:266, Value:1, Discovered faults:{'266_s-a-0'} 
Wire:269, Value:1, Discovered faults:{'269_s-a-0'} 
Wire:272, Value:1, Discovered faults:{'272_s-a-0'} 
Wire:275, Value:1, Discovered faults:{'275_s-a-0'} 
Wire:278, Value:0, Discovered faults:{'278_s-a-1'} 
Wire:281, Value:0, Discovered faults:{'281_s-a-1'} 
Wire:284, Value:1, Discovered faults:{'284_s-a-0'} 
Wire:287, Value:0, Discovered faults:{'287_s-a-1'} 
Wire:290, Value:1, Discovered faults:{'290_s-a-0'} 
Wire:294, Value:1, Discovered faults:{'294_s-a-0'} 
Wire:297, Value:0, Discovered faults:{'297_s-a-1'} 
Wire:301, Value:1, Discovered faults:{'301_s-a-0'} 
Wire:305, Value:1, Discovered faults:{'305_s-a-0'} 
Wire:309, Value:1, Discovered faults:{'309_s-a-0'} 
Wire:313, Value:1, Discovered faults:{'313_s-a-0'} 
Wire:316, Value:0, Discovered faults:{'316_s-a-1'} 
Wire:319, Value:0, Discovered faults:{'319_s-a-1'} 
Wire:322, Value:1, Discovered faults:{'322_s-a-0'} 
Wire:325, Value:1, Discovered faults:{'325_s-a-0'} 
Wire:328, Value:1, Discovered faults:{'328_s-a-0'} 
Wire:331, Value:0, Discovered faults:{'331_s-a-1'} 
Wire:334, Value:1, Discovered faults:{'334_s-a-0'} 
Wire:337, Value:1, Discovered faults:{'337_s-a-0'} 
Wire:340, Value:1, Discovered faults:{'340_s-a-0'} 
Wire:343, Value:0, Discovered faults:{'343_s-a-1'} 
Wire:346, Value:1, Discovered faults:{'346_s-a-0'} 
Wire:349, Value:1, Discovered faults:{'349_s-a-0'} 
Wire:352, Value:0, Discovered faults:{'352_s-a-1'} 
Wire:355, Value:0, Discovered faults:{'355_s-a-1'} 
Wire:405, Value:0, Discovered faults:{'405_s-a-1'} 
Wire:408, Value:1, Discovered faults:{'408_s-a-0', '230_s-a-1'} 
Wire:425, Value:1, Discovered faults:{'262_s-a-1', '425_s-a-0'} 
Wire:8_1, Value:1, Discovered faults:{'8_1_s-a-0', '8_s-a-0'} 
Wire:8_2, Value:1, Discovered faults:{'8_2_s-a-0', '8_s-a-0'} 
Wire:11_1, Value:0, Discovered faults:{'11_1_s-a-1', '11_s-a-1'} 
Wire:11_2, Value:0, Discovered faults:{'11_2_s-a-1', '11_s-a-1'} 
Wire:16_1, Value:0, Discovered faults:{'16_1_s-a-1', '16_s-a-1'} 
Wire:16_2, Value:0, Discovered faults:{'16_s-a-1', '16_2_s-a-1'} 
Wire:29_1, Value:0, Discovered faults:{'29_s-a-1', '29_1_s-a-1'} 
Wire:29_2, Value:0, Discovered faults:{'29_2_s-a-1', '29_s-a-1'} 
Wire:37_1, Value:1, Discovered faults:{'37_s-a-0', '37_1_s-a-0'} 
Wire:37_2, Value:1, Discovered faults:{'37_s-a-0', '37_2_s-a-0'} 
Wire:40_1, Value:1, Discovered faults:{'40_s-a-0', '40_1_s-a-0'} 
Wire:40_2, Value:1, Discovered faults:{'40_2_s-a-0', '40_s-a-0'} 
Wire:44_1, Value:0, Discovered faults:{'44_s-a-1', '44_1_s-a-1'} 
Wire:44_2, Value:0, Discovered faults:{'44_s-a-1', '44_2_s-a-1'} 
Wire:57_1, Value:1, Discovered faults:{'57_1_s-a-0', '57_s-a-0'} 
Wire:57_2, Value:1, Discovered faults:{'57_2_s-a-0', '57_s-a-0'} 
Wire:69_1, Value:0, Discovered faults:{'69_1_s-a-1', '69_s-a-1'} 
Wire:69_2, Value:0, Discovered faults:{'69_s-a-1', '69_2_s-a-1'} 
Wire:82_1, Value:0, Discovered faults:{'82_1_s-a-1', '82_s-a-1'} 
Wire:82_2, Value:0, Discovered faults:{'82_2_s-a-1', '82_s-a-1'} 
Wire:96_1, Value:0, Discovered faults:{'96_s-a-1', '96_1_s-a-1'} 
Wire:96_2, Value:0, Discovered faults:{'96_2_s-a-1', '96_s-a-1'} 
Wire:108_1, Value:0, Discovered faults:{'108_1_s-a-1', '108_s-a-1'} 
Wire:108_2, Value:0, Discovered faults:{'108_2_s-a-1', '108_s-a-1'} 
Wire:120_1, Value:0, Discovered faults:{'120_1_s-a-1', '120_s-a-1'} 
Wire:120_2, Value:0, Discovered faults:{'120_2_s-a-1', '120_s-a-1'} 
Wire:132_1, Value:0, Discovered faults:{'132_1_s-a-1', '132_s-a-1'} 
Wire:132_2, Value:0, Discovered faults:{'132_s-a-1', '132_2_s-a-1'} 
Wire:219_1, Value:0, Discovered faults:{'219_s-a-1', '219_1_s-a-1'} 
Wire:219_2, Value:0, Discovered faults:{'219_s-a-1', '219_2_s-a-1'} 
Wire:219_3, Value:0, Discovered faults:{'219_3_s-a-1', '219_s-a-1'} 
Wire:219_4, Value:0, Discovered faults:{'219_s-a-1', '219_4_s-a-1'} 
Wire:224_1, Value:1, Discovered faults:{'224_s-a-0', '224_1_s-a-0'} 
Wire:224_2, Value:1, Discovered faults:{'224_s-a-0', '224_2_s-a-0'} 
Wire:227_1, Value:1, Discovered faults:{'227_s-a-0', '227_1_s-a-0'} 
Wire:227_2, Value:1, Discovered faults:{'227_s-a-0', '227_2_s-a-0'} 
Wire:231_1, Value:1, Discovered faults:{'231_s-a-0', '231_1_s-a-0'} 
Wire:231_2, Value:1, Discovered faults:{'231_s-a-0', '231_2_s-a-0'} 
Wire:234_1, Value:1, Discovered faults:{'234_1_s-a-0', '234_s-a-0'} 
Wire:234_2, Value:1, Discovered faults:{'234_2_s-a-0', '234_s-a-0'} 
Wire:237_1, Value:1, Discovered faults:{'237_1_s-a-0', '237_s-a-0'} 
Wire:237_2, Value:1, Discovered faults:{'237_s-a-0', '237_2_s-a-0'} 
Wire:237_3, Value:1, Discovered faults:{'237_3_s-a-0', '237_s-a-0'} 
Wire:241_1, Value:1, Discovered faults:{'241_s-a-0', '241_1_s-a-0'} 
Wire:241_2, Value:1, Discovered faults:{'241_s-a-0', '241_2_s-a-0'} 
Wire:241_3, Value:1, Discovered faults:{'241_s-a-0', '241_3_s-a-0'} 
Wire:241_4, Value:1, Discovered faults:{'241_s-a-0', '241_4_s-a-0'} 
Wire:246_1, Value:0, Discovered faults:{'246_s-a-1', '246_1_s-a-1'} 
Wire:246_2, Value:0, Discovered faults:{'246_s-a-1', '246_2_s-a-1'} 
Wire:246_3, Value:0, Discovered faults:{'246_3_s-a-1', '246_s-a-1'} 
Wire:246_4, Value:0, Discovered faults:{'246_s-a-1', '246_4_s-a-1'} 
Wire:246_5, Value:0, Discovered faults:{'246_s-a-1', '246_5_s-a-1'} 
Wire:246_6, Value:0, Discovered faults:{'246_s-a-1', '246_6_s-a-1'} 
Wire:253_1, Value:1, Discovered faults:{'253_s-a-0', '253_1_s-a-0'} 
Wire:253_2, Value:1, Discovered faults:{'253_s-a-0', '253_2_s-a-0'} 
Wire:256_1, Value:0, Discovered faults:{'256_1_s-a-1', '256_s-a-1'} 
Wire:256_2, Value:0, Discovered faults:{'256_2_s-a-1', '256_s-a-1'} 
Wire:259_1, Value:0, Discovered faults:{'259_s-a-1', '259_1_s-a-1'} 
Wire:259_2, Value:0, Discovered faults:{'259_s-a-1', '259_2_s-a-1'} 
Wire:263_1, Value:1, Discovered faults:{'263_s-a-0', '263_1_s-a-0'} 
Wire:263_2, Value:1, Discovered faults:{'263_s-a-0', '263_2_s-a-0'} 
Wire:266_1, Value:1, Discovered faults:{'266_1_s-a-0', '266_s-a-0'} 
Wire:266_2, Value:1, Discovered faults:{'266_s-a-0', '266_2_s-a-0'} 
Wire:269_1, Value:1, Discovered faults:{'269_1_s-a-0', '269_s-a-0'} 
Wire:269_2, Value:1, Discovered faults:{'269_2_s-a-0', '269_s-a-0'} 
Wire:272_1, Value:1, Discovered faults:{'272_1_s-a-0', '272_s-a-0'} 
Wire:272_2, Value:1, Discovered faults:{'272_s-a-0', '272_2_s-a-0'} 
Wire:275_1, Value:1, Discovered faults:{'275_s-a-0', '275_1_s-a-0'} 
Wire:275_2, Value:1, Discovered faults:{'275_s-a-0', '275_2_s-a-0'} 
Wire:278_1, Value:0, Discovered faults:{'278_s-a-1', '278_1_s-a-1'} 
Wire:278_2, Value:0, Discovered faults:{'278_s-a-1', '278_2_s-a-1'} 
Wire:281_1, Value:0, Discovered faults:{'281_1_s-a-1', '281_s-a-1'} 
Wire:281_2, Value:0, Discovered faults:{'281_2_s-a-1', '281_s-a-1'} 
Wire:284_1, Value:1, Discovered faults:{'284_s-a-0', '284_1_s-a-0'} 
Wire:284_2, Value:1, Discovered faults:{'284_2_s-a-0', '284_s-a-0'} 
Wire:287_1, Value:0, Discovered faults:{'287_s-a-1', '287_1_s-a-1'} 
Wire:287_2, Value:0, Discovered faults:{'287_s-a-1', '287_2_s-a-1'} 
Wire:290_1, Value:1, Discovered faults:{'290_1_s-a-0', '290_s-a-0'} 
Wire:290_2, Value:1, Discovered faults:{'290_2_s-a-0', '290_s-a-0'} 
Wire:290_3, Value:1, Discovered faults:{'290_3_s-a-0', '290_s-a-0'} 
Wire:294_1, Value:1, Discovered faults:{'294_1_s-a-0', '294_s-a-0'} 
Wire:294_2, Value:1, Discovered faults:{'294_2_s-a-0', '294_s-a-0'} 
Wire:297_1, Value:0, Discovered faults:{'297_s-a-1', '297_1_s-a-1'} 
Wire:297_2, Value:0, Discovered faults:{'297_2_s-a-1', '297_s-a-1'} 
Wire:297_3, Value:0, Discovered faults:{'297_3_s-a-1', '297_s-a-1'} 
Wire:301_1, Value:1, Discovered faults:{'301_s-a-0', '301_1_s-a-0'} 
Wire:301_2, Value:1, Discovered faults:{'301_s-a-0', '301_2_s-a-0'} 
Wire:301_3, Value:1, Discovered faults:{'301_s-a-0', '301_3_s-a-0'} 
Wire:305_1, Value:1, Discovered faults:{'305_1_s-a-0', '305_s-a-0'} 
Wire:305_2, Value:1, Discovered faults:{'305_s-a-0', '305_2_s-a-0'} 
Wire:305_3, Value:1, Discovered faults:{'305_s-a-0', '305_3_s-a-0'} 
Wire:309_1, Value:1, Discovered faults:{'309_1_s-a-0', '309_s-a-0'} 
Wire:309_2, Value:1, Discovered faults:{'309_s-a-0', '309_2_s-a-0'} 
Wire:309_3, Value:1, Discovered faults:{'309_s-a-0', '309_3_s-a-0'} 
Wire:313_1, Value:1, Discovered faults:{'313_s-a-0', '313_1_s-a-0'} 
Wire:313_2, Value:1, Discovered faults:{'313_s-a-0', '313_2_s-a-0'} 
Wire:316_1, Value:0, Discovered faults:{'316_1_s-a-1', '316_s-a-1'} 
Wire:316_2, Value:0, Discovered faults:{'316_2_s-a-1', '316_s-a-1'} 
Wire:319_1, Value:0, Discovered faults:{'319_1_s-a-1', '319_s-a-1'} 
Wire:319_2, Value:0, Discovered faults:{'319_2_s-a-1', '319_s-a-1'} 
Wire:322_1, Value:1, Discovered faults:{'322_1_s-a-0', '322_s-a-0'} 
Wire:322_2, Value:1, Discovered faults:{'322_2_s-a-0', '322_s-a-0'} 
Wire:325_1, Value:1, Discovered faults:{'325_1_s-a-0', '325_s-a-0'} 
Wire:325_2, Value:1, Discovered faults:{'325_s-a-0', '325_2_s-a-0'} 
Wire:328_1, Value:1, Discovered faults:{'328_1_s-a-0', '328_s-a-0'} 
Wire:328_2, Value:1, Discovered faults:{'328_s-a-0', '328_2_s-a-0'} 
Wire:331_1, Value:0, Discovered faults:{'331_1_s-a-1', '331_s-a-1'} 
Wire:331_2, Value:0, Discovered faults:{'331_2_s-a-1', '331_s-a-1'} 
Wire:334_1, Value:1, Discovered faults:{'334_s-a-0', '334_1_s-a-0'} 
Wire:334_2, Value:1, Discovered faults:{'334_s-a-0', '334_2_s-a-0'} 
Wire:337_1, Value:1, Discovered faults:{'337_1_s-a-0', '337_s-a-0'} 
Wire:337_2, Value:1, Discovered faults:{'337_2_s-a-0', '337_s-a-0'} 
Wire:340_1, Value:1, Discovered faults:{'340_1_s-a-0', '340_s-a-0'} 
Wire:340_2, Value:1, Discovered faults:{'340_2_s-a-0', '340_s-a-0'} 
Wire:343_1, Value:0, Discovered faults:{'343_s-a-1', '343_1_s-a-1'} 
Wire:343_2, Value:0, Discovered faults:{'343_2_s-a-1', '343_s-a-1'} 
Wire:346_1, Value:1, Discovered faults:{'346_s-a-0', '346_1_s-a-0'} 
Wire:346_2, Value:1, Discovered faults:{'346_s-a-0', '346_2_s-a-0'} 
Wire:349_1, Value:1, Discovered faults:{'349_1_s-a-0', '349_s-a-0'} 
Wire:349_2, Value:1, Discovered faults:{'349_s-a-0', '349_2_s-a-0'} 
Wire:352_1, Value:0, Discovered faults:{'352_s-a-1', '352_1_s-a-1'} 
Wire:352_2, Value:0, Discovered faults:{'352_s-a-1', '352_2_s-a-1'} 
Wire:355_1, Value:0, Discovered faults:{'355_1_s-a-1', '355_s-a-1'} 
Wire:355_2, Value:0, Discovered faults:{'355_2_s-a-1', '355_s-a-1'} 
Wire:398, Value:0, Discovered faults:{'398_s-a-1', '219_s-a-1', '219_1_s-a-1'} 
Wire:400, Value:0, Discovered faults:{'400_s-a-1', '219_s-a-1', '219_2_s-a-1'} 
Wire:401, Value:0, Discovered faults:{'401_s-a-1', '219_3_s-a-1', '219_s-a-1'} 
Wire:419, Value:1, Discovered faults:{'253_s-a-0', '419_s-a-0', '253_1_s-a-0'} 
Wire:420, Value:1, Discovered faults:{'253_s-a-0', '253_2_s-a-0', '420_s-a-0'} 
Wire:456, Value:1, Discovered faults:{'456_s-a-0', '290_1_s-a-0', '290_s-a-0'} 
Wire:457, Value:1, Discovered faults:{'290_2_s-a-0', '457_s-a-0', '290_s-a-0'} 
Wire:458, Value:1, Discovered faults:{'458_s-a-0', '290_3_s-a-0', '290_s-a-0'} 
Wire:485, Value:0, Discovered faults:{'485_s-a-1', '297_s-a-1', '297_1_s-a-1'} 
Wire:486, Value:1, Discovered faults:{'486_s-a-0', '405_s-a-1'} 
Wire:487, Value:1, Discovered faults:{'44_s-a-1', '44_1_s-a-1', '487_s-a-0'} 
Wire:488, Value:1, Discovered faults:{'132_1_s-a-1', '132_s-a-1', '488_s-a-0'} 
Wire:489, Value:1, Discovered faults:{'82_1_s-a-1', '489_s-a-0', '82_s-a-1'} 
Wire:490, Value:1, Discovered faults:{'96_s-a-1', '490_s-a-0', '96_1_s-a-1'} 
Wire:491, Value:1, Discovered faults:{'69_1_s-a-1', '69_s-a-1', '491_s-a-0'} 
Wire:492, Value:1, Discovered faults:{'492_s-a-0', '120_1_s-a-1', '120_s-a-1'} 
Wire:493, Value:0, Discovered faults:{'493_s-a-1', '57_1_s-a-0', '57_s-a-0'} 
Wire:494, Value:1, Discovered faults:{'108_1_s-a-1', '494_s-a-0', '108_s-a-1'} 
Wire:495, Value:0, Discovered faults:{'495_s-a-1', '2_s-a-1'} 
Wire:496, Value:1, Discovered faults:{'496_s-a-0', '237_s-a-0', '237_2_s-a-0'} 
Wire:499, Value:1, Discovered faults:{'37_s-a-0', '37_2_s-a-0', '499_s-a-0', '37_1_s-a-0'} 
Wire:500, Value:0, Discovered faults:{'500_s-a-1', '219_s-a-1', '219_4_s-a-1'} 
Wire:503, Value:1, Discovered faults:{'503_s-a-0', '8_1_s-a-0', '8_s-a-0'} 
