Wire:1, Value:0, Discovered faults:{'1_s-a-1'} 
Wire:5, Value:1, Discovered faults:{'5_s-a-0'} 
Wire:9, Value:0, Discovered faults:{'9_s-a-1'} 
Wire:13, Value:1, Discovered faults:{'13_s-a-0'} 
Wire:17, Value:1, Discovered faults:{'17_s-a-0'} 
Wire:21, Value:1, Discovered faults:{'21_s-a-0'} 
Wire:25, Value:1, Discovered faults:{'25_s-a-0'} 
Wire:29, Value:1, Discovered faults:{'29_s-a-0'} 
Wire:33, Value:1, Discovered faults:{'33_s-a-0'} 
Wire:37, Value:1, Discovered faults:{'37_s-a-0'} 
Wire:41, Value:1, Discovered faults:{'41_s-a-0'} 
Wire:45, Value:0, Discovered faults:{'45_s-a-1'} 
Wire:49, Value:1, Discovered faults:{'49_s-a-0'} 
Wire:53, Value:0, Discovered faults:{'53_s-a-1'} 
Wire:57, Value:1, Discovered faults:{'57_s-a-0'} 
Wire:61, Value:1, Discovered faults:{'61_s-a-0'} 
Wire:65, Value:1, Discovered faults:{'65_s-a-0'} 
Wire:69, Value:1, Discovered faults:{'69_s-a-0'} 
Wire:73, Value:0, Discovered faults:{'73_s-a-1'} 
Wire:77, Value:1, Discovered faults:{'77_s-a-0'} 
Wire:81, Value:1, Discovered faults:{'81_s-a-0'} 
Wire:85, Value:0, Discovered faults:{'85_s-a-1'} 
Wire:89, Value:0, Discovered faults:{'89_s-a-1'} 
Wire:93, Value:1, Discovered faults:{'93_s-a-0'} 
Wire:97, Value:1, Discovered faults:{'97_s-a-0'} 
Wire:101, Value:1, Discovered faults:{'101_s-a-0'} 
Wire:105, Value:1, Discovered faults:{'105_s-a-0'} 
Wire:109, Value:1, Discovered faults:{'109_s-a-0'} 
Wire:113, Value:0, Discovered faults:{'113_s-a-1'} 
Wire:117, Value:1, Discovered faults:{'117_s-a-0'} 
Wire:121, Value:0, Discovered faults:{'121_s-a-1'} 
Wire:125, Value:1, Discovered faults:{'125_s-a-0'} 
Wire:129, Value:1, Discovered faults:{'129_s-a-0'} 
Wire:130, Value:1, Discovered faults:{'130_s-a-0'} 
Wire:131, Value:1, Discovered faults:{'131_s-a-0'} 
Wire:132, Value:1, Discovered faults:{'132_s-a-0'} 
Wire:133, Value:0, Discovered faults:{'133_s-a-1'} 
Wire:134, Value:1, Discovered faults:{'134_s-a-0'} 
Wire:135, Value:1, Discovered faults:{'135_s-a-0'} 
Wire:136, Value:1, Discovered faults:{'136_s-a-0'} 
Wire:137, Value:0, Discovered faults:{'137_s-a-1'} 
Wire:37_2, Value:1, Discovered faults:{'37_2_s-a-0', '37_s-a-0'} 
Wire:37_3, Value:1, Discovered faults:{'37_3_s-a-0', '37_s-a-0'} 
Wire:41_1, Value:1, Discovered faults:{'41_s-a-0', '41_1_s-a-0'} 
Wire:41_2, Value:1, Discovered faults:{'41_2_s-a-0', '41_s-a-0'} 
Wire:41_3, Value:1, Discovered faults:{'41_3_s-a-0', '41_s-a-0'} 
Wire:45_1, Value:0, Discovered faults:{'45_s-a-1', '45_1_s-a-1'} 
Wire:45_2, Value:0, Discovered faults:{'45_s-a-1', '45_2_s-a-1'} 
Wire:45_3, Value:0, Discovered faults:{'45_s-a-1', '45_3_s-a-1'} 
Wire:49_1, Value:1, Discovered faults:{'49_s-a-0', '49_1_s-a-0'} 
Wire:49_2, Value:1, Discovered faults:{'49_s-a-0', '49_2_s-a-0'} 
Wire:49_3, Value:1, Discovered faults:{'49_s-a-0', '49_3_s-a-0'} 
Wire:53_1, Value:0, Discovered faults:{'53_1_s-a-1', '53_s-a-1'} 
Wire:53_2, Value:0, Discovered faults:{'53_s-a-1', '53_2_s-a-1'} 
Wire:53_3, Value:0, Discovered faults:{'53_3_s-a-1', '53_s-a-1'} 
Wire:57_1, Value:1, Discovered faults:{'57_1_s-a-0', '57_s-a-0'} 
Wire:57_2, Value:1, Discovered faults:{'57_2_s-a-0', '57_s-a-0'} 
Wire:57_3, Value:1, Discovered faults:{'57_3_s-a-0', '57_s-a-0'} 
Wire:61_1, Value:1, Discovered faults:{'61_s-a-0', '61_1_s-a-0'} 
Wire:61_2, Value:1, Discovered faults:{'61_s-a-0', '61_2_s-a-0'} 
Wire:61_3, Value:1, Discovered faults:{'61_s-a-0', '61_3_s-a-0'} 
Wire:65_1, Value:1, Discovered faults:{'65_1_s-a-0', '65_s-a-0'} 
Wire:65_2, Value:1, Discovered faults:{'65_2_s-a-0', '65_s-a-0'} 
Wire:65_3, Value:1, Discovered faults:{'65_s-a-0', '65_3_s-a-0'} 
Wire:69_1, Value:1, Discovered faults:{'69_s-a-0', '69_1_s-a-0'} 
Wire:69_2, Value:1, Discovered faults:{'69_s-a-0', '69_2_s-a-0'} 
Wire:69_3, Value:1, Discovered faults:{'69_s-a-0', '69_3_s-a-0'} 
Wire:73_1, Value:0, Discovered faults:{'73_1_s-a-1', '73_s-a-1'} 
Wire:73_2, Value:0, Discovered faults:{'73_s-a-1', '73_2_s-a-1'} 
Wire:73_3, Value:0, Discovered faults:{'73_s-a-1', '73_3_s-a-1'} 
Wire:77_1, Value:1, Discovered faults:{'77_s-a-0', '77_1_s-a-0'} 
Wire:77_2, Value:1, Discovered faults:{'77_s-a-0', '77_2_s-a-0'} 
Wire:77_3, Value:1, Discovered faults:{'77_3_s-a-0', '77_s-a-0'} 
Wire:81_1, Value:1, Discovered faults:{'81_s-a-0', '81_1_s-a-0'} 
Wire:81_2, Value:1, Discovered faults:{'81_s-a-0', '81_2_s-a-0'} 
Wire:81_3, Value:1, Discovered faults:{'81_s-a-0', '81_3_s-a-0'} 
Wire:85_1, Value:0, Discovered faults:{'85_s-a-1', '85_1_s-a-1'} 
Wire:85_2, Value:0, Discovered faults:{'85_s-a-1', '85_2_s-a-1'} 
Wire:85_3, Value:0, Discovered faults:{'85_s-a-1', '85_3_s-a-1'} 
Wire:89_1, Value:0, Discovered faults:{'89_1_s-a-1', '89_s-a-1'} 
Wire:89_2, Value:0, Discovered faults:{'89_s-a-1', '89_2_s-a-1'} 
Wire:89_3, Value:0, Discovered faults:{'89_3_s-a-1', '89_s-a-1'} 
Wire:93_1, Value:1, Discovered faults:{'93_1_s-a-0', '93_s-a-0'} 
Wire:93_2, Value:1, Discovered faults:{'93_2_s-a-0', '93_s-a-0'} 
Wire:93_3, Value:1, Discovered faults:{'93_3_s-a-0', '93_s-a-0'} 
Wire:97_1, Value:1, Discovered faults:{'97_s-a-0', '97_1_s-a-0'} 
Wire:97_2, Value:1, Discovered faults:{'97_s-a-0', '97_2_s-a-0'} 
Wire:97_3, Value:1, Discovered faults:{'97_s-a-0', '97_3_s-a-0'} 
Wire:101_1, Value:1, Discovered faults:{'101_s-a-0', '101_1_s-a-0'} 
Wire:101_2, Value:1, Discovered faults:{'101_s-a-0', '101_2_s-a-0'} 
Wire:101_3, Value:1, Discovered faults:{'101_3_s-a-0', '101_s-a-0'} 
Wire:105_1, Value:1, Discovered faults:{'105_1_s-a-0', '105_s-a-0'} 
Wire:105_2, Value:1, Discovered faults:{'105_2_s-a-0', '105_s-a-0'} 
Wire:105_3, Value:1, Discovered faults:{'105_3_s-a-0', '105_s-a-0'} 
Wire:109_1, Value:1, Discovered faults:{'109_s-a-0', '109_1_s-a-0'} 
Wire:109_2, Value:1, Discovered faults:{'109_s-a-0', '109_2_s-a-0'} 
Wire:109_3, Value:1, Discovered faults:{'109_s-a-0', '109_3_s-a-0'} 
Wire:113_1, Value:0, Discovered faults:{'113_s-a-1', '113_1_s-a-1'} 
Wire:113_2, Value:0, Discovered faults:{'113_s-a-1', '113_2_s-a-1'} 
Wire:113_3, Value:0, Discovered faults:{'113_s-a-1', '113_3_s-a-1'} 
Wire:117_1, Value:1, Discovered faults:{'117_1_s-a-0', '117_s-a-0'} 
Wire:117_2, Value:1, Discovered faults:{'117_s-a-0', '117_2_s-a-0'} 
Wire:117_3, Value:1, Discovered faults:{'117_s-a-0', '117_3_s-a-0'} 
Wire:121_1, Value:0, Discovered faults:{'121_s-a-1', '121_1_s-a-1'} 
Wire:121_2, Value:0, Discovered faults:{'121_s-a-1', '121_2_s-a-1'} 
Wire:121_3, Value:0, Discovered faults:{'121_s-a-1', '121_3_s-a-1'} 
Wire:125_1, Value:1, Discovered faults:{'125_s-a-0', '125_1_s-a-0'} 
Wire:125_2, Value:1, Discovered faults:{'125_s-a-0', '125_2_s-a-0'} 
Wire:125_3, Value:1, Discovered faults:{'125_s-a-0', '125_3_s-a-0'} 
Wire:137_1, Value:0, Discovered faults:{'137_1_s-a-1', '137_s-a-1'} 
Wire:137_2, Value:0, Discovered faults:{'137_s-a-1', '137_2_s-a-1'} 
Wire:137_3, Value:0, Discovered faults:{'137_s-a-1', '137_3_s-a-1'} 
Wire:137_4, Value:0, Discovered faults:{'137_s-a-1', '137_4_s-a-1'} 
Wire:137_5, Value:0, Discovered faults:{'137_s-a-1', '137_5_s-a-1'} 
Wire:137_6, Value:0, Discovered faults:{'137_6_s-a-1', '137_s-a-1'} 
Wire:137_7, Value:0, Discovered faults:{'137_s-a-1', '137_7_s-a-1'} 
Wire:137_8, Value:0, Discovered faults:{'137_s-a-1', '137_8_s-a-1'} 
Wire:250, Value:1, Discovered faults:{'1_1_s-a-1', '5_s-a-0', '5_1_s-a-0', '250_s-a-0', '1_s-a-1'} 
Wire:251, Value:1, Discovered faults:{'13_1_s-a-0', '9_s-a-1', '13_s-a-0', '9_1_s-a-1', '251_s-a-0'} 
Wire:252, Value:0, Discovered faults:{'252_s-a-1', '17_s-a-0', '17_1_s-a-0', '21_s-a-0', '21_1_s-a-0'} 
Wire:253, Value:0, Discovered faults:{'25_1_s-a-0', '25_s-a-0', '29_s-a-0', '29_1_s-a-0', '253_s-a-1'} 
Wire:254, Value:0, Discovered faults:{'37_s-a-0', '37_1_s-a-0', '33_s-a-0', '33_1_s-a-0', '254_s-a-1'} 
Wire:255, Value:1, Discovered faults:{'45_s-a-1', '255_s-a-0', '41_s-a-0', '41_1_s-a-0', '45_1_s-a-1'} 
Wire:256, Value:1, Discovered faults:{'256_s-a-0', '49_s-a-0', '53_s-a-1', '53_1_s-a-1', '49_1_s-a-0'} 
Wire:257, Value:0, Discovered faults:{'257_s-a-1', '61_s-a-0', '57_1_s-a-0', '57_s-a-0', '61_1_s-a-0'} 
Wire:258, Value:0, Discovered faults:{'69_s-a-0', '65_1_s-a-0', '65_s-a-0', '258_s-a-1', '69_1_s-a-0'} 
Wire:259, Value:1, Discovered faults:{'73_1_s-a-1', '73_s-a-1', '77_s-a-0', '259_s-a-0', '77_1_s-a-0'} 
Wire:260, Value:1, Discovered faults:{'81_s-a-0', '85_1_s-a-1', '85_s-a-1', '81_1_s-a-0', '260_s-a-0'} 
Wire:261, Value:1, Discovered faults:{'261_s-a-0', '93_s-a-0', '93_1_s-a-0', '89_s-a-1', '89_1_s-a-1'} 
Wire:262, Value:0, Discovered faults:{'101_s-a-0', '97_s-a-0', '97_1_s-a-0', '262_s-a-1', '101_1_s-a-0'} 
Wire:263, Value:0, Discovered faults:{'105_1_s-a-0', '109_1_s-a-0', '109_s-a-0', '105_s-a-0', '263_s-a-1'} 
Wire:264, Value:1, Discovered faults:{'113_s-a-1', '113_1_s-a-1', '117_1_s-a-0', '117_s-a-0', '264_s-a-0'} 
Wire:265, Value:1, Discovered faults:{'125_1_s-a-0', '125_s-a-0', '265_s-a-0', '121_1_s-a-1', '121_s-a-1'} 
Wire:266, Value:0, Discovered faults:{'266_s-a-1', '137_1_s-a-1', '137_s-a-1'} 
Wire:267, Value:0, Discovered faults:{'267_s-a-1', '137_s-a-1', '137_2_s-a-1'} 
Wire:268, Value:0, Discovered faults:{'268_s-a-1', '137_s-a-1', '137_3_s-a-1'} 
Wire:269, Value:0, Discovered faults:{'137_s-a-1', '269_s-a-1', '137_4_s-a-1'} 
Wire:270, Value:0, Discovered faults:{'270_s-a-1'} 
Wire:271, Value:0, Discovered faults:{'137_6_s-a-1', '271_s-a-1', '137_s-a-1'} 
Wire:272, Value:0, Discovered faults:{'272_s-a-1', '137_s-a-1', '137_7_s-a-1'} 
Wire:273, Value:0, Discovered faults:{'273_s-a-1', '137_s-a-1', '137_8_s-a-1'} 
Wire:274, Value:1, Discovered faults:{'17_2_s-a-0', '17_s-a-0', '274_s-a-0', '1_2_s-a-1', '1_s-a-1'} 
Wire:275, Value:0, Discovered faults:{'49_2_s-a-0', '49_s-a-0', '275_s-a-1', '33_s-a-0', '33_2_s-a-0'} 
Wire:276, Value:0, Discovered faults:{'276_s-a-1', '5_2_s-a-0', '5_s-a-0', '21_s-a-0', '21_2_s-a-0'} 
Wire:277, Value:1, Discovered faults:{'37_s-a-0', '37_2_s-a-0', '277_s-a-0', '53_s-a-1', '53_2_s-a-1'} 
Wire:278, Value:1, Discovered faults:{'9_s-a-1', '25_s-a-0', '278_s-a-0', '9_2_s-a-1', '25_2_s-a-0'} 
Wire:279, Value:0, Discovered faults:{'279_s-a-1', '41_2_s-a-0', '41_s-a-0', '57_s-a-0', '57_2_s-a-0'} 
Wire:280, Value:0, Discovered faults:{'13_s-a-0', '29_s-a-0', '280_s-a-1', '13_2_s-a-0', '29_2_s-a-0'} 
Wire:281, Value:1, Discovered faults:{'61_2_s-a-0', '281_s-a-0', '45_s-a-1', '45_2_s-a-1', '61_s-a-0'} 
Wire:282, Value:0, Discovered faults:{'81_s-a-0', '81_2_s-a-0', '65_2_s-a-0', '65_s-a-0', '282_s-a-1'} 
Wire:283, Value:1, Discovered faults:{'113_s-a-1', '113_2_s-a-1', '97_s-a-0', '283_s-a-0', '97_2_s-a-0'} 
Wire:284, Value:1, Discovered faults:{'69_s-a-0', '284_s-a-0', '85_2_s-a-1', '85_s-a-1', '69_2_s-a-0'} 
Wire:285, Value:0, Discovered faults:{'101_s-a-0', '101_2_s-a-0', '117_s-a-0', '285_s-a-1', '117_2_s-a-0'} 
Wire:286, Value:0, Discovered faults:{'73_s-a-1', '89_s-a-1', '286_s-a-1', '89_2_s-a-1', '73_2_s-a-1'} 
Wire:287, Value:1, Discovered faults:{'105_2_s-a-0', '287_s-a-0', '121_s-a-1', '121_2_s-a-1', '105_s-a-0'} 
Wire:288, Value:0, Discovered faults:{'288_s-a-1', '77_s-a-0', '93_s-a-0', '93_2_s-a-0', '77_2_s-a-0'} 
Wire:289, Value:0, Discovered faults:{'289_s-a-1', '125_2_s-a-0', '125_s-a-0', '109_s-a-0', '109_2_s-a-0'} 
Wire:290, Value:0, Discovered faults:{'13_1_s-a-0', '9_s-a-1', '13_s-a-0', '9_1_s-a-1', '5_s-a-0', '1_1_s-a-1', '1_s-a-1', '5_1_s-a-0', '290_s-a-1', '250_s-a-0', '251_s-a-0'} 
Wire:293, Value:0, Discovered faults:{'252_s-a-1', '25_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '29_1_s-a-0', '253_s-a-1', '21_s-a-0', '21_1_s-a-0', '17_1_s-a-0'} 
Wire:296, Value:1, Discovered faults:{'37_s-a-0', '45_s-a-1', '255_s-a-0', '41_s-a-0', '37_1_s-a-0', '33_s-a-0', '33_1_s-a-0', '296_s-a-0', '254_s-a-1', '41_1_s-a-0', '45_1_s-a-1'} 
Wire:299, Value:1, Discovered faults:{'256_s-a-0', '257_s-a-1', '61_s-a-0', '49_s-a-0', '57_1_s-a-0', '299_s-a-0', '57_s-a-0', '53_s-a-1', '53_1_s-a-1', '49_1_s-a-0', '61_1_s-a-0'} 
Wire:302, Value:1, Discovered faults:{'73_1_s-a-1', '73_s-a-1', '69_s-a-0', '77_s-a-0', '65_1_s-a-0', '302_s-a-0', '259_s-a-0', '65_s-a-0', '258_s-a-1', '69_1_s-a-0', '77_1_s-a-0'} 
Wire:305, Value:0, Discovered faults:{'81_s-a-0', '261_s-a-0', '93_1_s-a-0', '93_s-a-0', '85_1_s-a-1', '305_s-a-1', '89_s-a-1', '85_s-a-1', '260_s-a-0', '89_1_s-a-1', '81_1_s-a-0'} 
Wire:308, Value:0, Discovered faults:{'105_1_s-a-0', '101_s-a-0', '308_s-a-1', '97_s-a-0', '97_1_s-a-0', '262_s-a-1', '109_1_s-a-0', '101_1_s-a-0', '109_s-a-0', '105_s-a-0', '263_s-a-1'} 
Wire:311, Value:0, Discovered faults:{'113_s-a-1', '311_s-a-1', '125_1_s-a-0', '117_1_s-a-0', '117_s-a-0', '125_s-a-0', '121_1_s-a-1', '265_s-a-0', '121_s-a-1', '264_s-a-0', '113_1_s-a-1'} 
Wire:314, Value:1, Discovered faults:{'314_s-a-0', '49_2_s-a-0', '17_2_s-a-0', '17_s-a-0', '49_s-a-0', '275_s-a-1', '274_s-a-0', '1_2_s-a-1', '33_s-a-0', '33_2_s-a-0', '1_s-a-1'} 
Wire:315, Value:1, Discovered faults:{'276_s-a-1', '37_s-a-0', '315_s-a-0', '21_2_s-a-0', '5_2_s-a-0', '5_s-a-0', '37_2_s-a-0', '277_s-a-0', '53_s-a-1', '21_s-a-0', '53_2_s-a-1'} 
Wire:316, Value:1, Discovered faults:{'279_s-a-1', '41_2_s-a-0', '9_s-a-1', '41_s-a-0', '25_s-a-0', '278_s-a-0', '316_s-a-0', '57_s-a-0', '9_2_s-a-1', '57_2_s-a-0', '25_2_s-a-0'} 
Wire:317, Value:1, Discovered faults:{'61_2_s-a-0', '281_s-a-0', '45_s-a-1', '45_2_s-a-1', '61_s-a-0', '280_s-a-1', '29_s-a-0', '13_s-a-0', '317_s-a-0', '13_2_s-a-0', '29_2_s-a-0'} 
Wire:318, Value:1, Discovered faults:{'81_s-a-0', '113_s-a-1', '81_2_s-a-0', '113_2_s-a-1', '97_s-a-0', '283_s-a-0', '65_2_s-a-0', '65_s-a-0', '97_2_s-a-0', '318_s-a-0', '282_s-a-1'} 
Wire:319, Value:1, Discovered faults:{'69_s-a-0', '101_s-a-0', '284_s-a-0', '101_2_s-a-0', '85_2_s-a-1', '117_s-a-0', '85_s-a-1', '319_s-a-0', '69_2_s-a-0', '285_s-a-1', '117_2_s-a-0'} 
Wire:320, Value:1, Discovered faults:{'73_s-a-1', '320_s-a-0', '105_2_s-a-0', '287_s-a-0', '89_s-a-1', '89_2_s-a-1', '286_s-a-1', '121_s-a-1', '121_2_s-a-1', '105_s-a-0', '73_2_s-a-1'} 
Wire:321, Value:0, Discovered faults:{'288_s-a-1', '321_s-a-1', '77_s-a-0', '289_s-a-1', '93_s-a-0', '125_2_s-a-0', '93_2_s-a-0', '125_s-a-0', '109_s-a-0', '77_2_s-a-0', '109_2_s-a-0'} 
Wire:290_1, Value:0, Discovered faults:{'13_1_s-a-0', '9_s-a-1', '290_1_s-a-1', '13_s-a-0', '9_1_s-a-1', '5_s-a-0', '1_1_s-a-1', '1_s-a-1', '5_1_s-a-0', '290_s-a-1', '250_s-a-0', '251_s-a-0'} 
Wire:290_2, Value:0, Discovered faults:{'13_1_s-a-0', '290_2_s-a-1', '9_s-a-1', '13_s-a-0', '9_1_s-a-1', '5_s-a-0', '1_1_s-a-1', '1_s-a-1', '5_1_s-a-0', '290_s-a-1', '250_s-a-0', '251_s-a-0'} 
Wire:293_1, Value:0, Discovered faults:{'252_s-a-1', '293_1_s-a-1', '25_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '29_1_s-a-0', '253_s-a-1', '21_s-a-0', '21_1_s-a-0', '17_1_s-a-0'} 
Wire:293_2, Value:0, Discovered faults:{'252_s-a-1', '25_1_s-a-0', '293_s-a-1', '17_s-a-0', '25_s-a-0', '29_s-a-0', '293_2_s-a-1', '29_1_s-a-0', '253_s-a-1', '21_s-a-0', '21_1_s-a-0', '17_1_s-a-0'} 
Wire:296_1, Value:1, Discovered faults:{'37_s-a-0', '45_s-a-1', '296_1_s-a-0', '255_s-a-0', '41_s-a-0', '37_1_s-a-0', '33_s-a-0', '33_1_s-a-0', '296_s-a-0', '254_s-a-1', '41_1_s-a-0', '45_1_s-a-1'} 
Wire:296_2, Value:1, Discovered faults:{'37_s-a-0', '45_s-a-1', '255_s-a-0', '41_s-a-0', '37_1_s-a-0', '296_2_s-a-0', '33_s-a-0', '33_1_s-a-0', '296_s-a-0', '254_s-a-1', '41_1_s-a-0', '45_1_s-a-1'} 
Wire:299_1, Value:1, Discovered faults:{'256_s-a-0', '257_s-a-1', '61_s-a-0', '49_s-a-0', '299_1_s-a-0', '57_1_s-a-0', '299_s-a-0', '57_s-a-0', '53_s-a-1', '53_1_s-a-1', '49_1_s-a-0', '61_1_s-a-0'} 
Wire:299_2, Value:1, Discovered faults:{'256_s-a-0', '257_s-a-1', '61_s-a-0', '49_s-a-0', '57_1_s-a-0', '299_s-a-0', '57_s-a-0', '53_s-a-1', '299_2_s-a-0', '53_1_s-a-1', '49_1_s-a-0', '61_1_s-a-0'} 
Wire:302_1, Value:1, Discovered faults:{'73_1_s-a-1', '73_s-a-1', '69_s-a-0', '77_s-a-0', '65_1_s-a-0', '302_s-a-0', '302_1_s-a-0', '259_s-a-0', '65_s-a-0', '258_s-a-1', '69_1_s-a-0', '77_1_s-a-0'} 
Wire:302_2, Value:1, Discovered faults:{'73_1_s-a-1', '73_s-a-1', '69_s-a-0', '77_s-a-0', '302_2_s-a-0', '65_1_s-a-0', '302_s-a-0', '259_s-a-0', '65_s-a-0', '258_s-a-1', '69_1_s-a-0', '77_1_s-a-0'} 
Wire:305_1, Value:0, Discovered faults:{'81_s-a-0', '305_1_s-a-1', '261_s-a-0', '93_1_s-a-0', '93_s-a-0', '85_1_s-a-1', '305_s-a-1', '89_s-a-1', '85_s-a-1', '260_s-a-0', '89_1_s-a-1', '81_1_s-a-0'} 
Wire:305_2, Value:0, Discovered faults:{'81_s-a-0', '305_2_s-a-1', '261_s-a-0', '93_1_s-a-0', '93_s-a-0', '85_1_s-a-1', '305_s-a-1', '89_s-a-1', '85_s-a-1', '260_s-a-0', '89_1_s-a-1', '81_1_s-a-0'} 
Wire:308_1, Value:0, Discovered faults:{'105_1_s-a-0', '101_s-a-0', '308_s-a-1', '308_1_s-a-1', '97_s-a-0', '97_1_s-a-0', '262_s-a-1', '109_1_s-a-0', '101_1_s-a-0', '109_s-a-0', '105_s-a-0', '263_s-a-1'} 
Wire:308_2, Value:0, Discovered faults:{'105_1_s-a-0', '308_2_s-a-1', '101_s-a-0', '308_s-a-1', '97_s-a-0', '97_1_s-a-0', '262_s-a-1', '109_1_s-a-0', '101_1_s-a-0', '109_s-a-0', '105_s-a-0', '263_s-a-1'} 
Wire:311_1, Value:0, Discovered faults:{'113_s-a-1', '311_s-a-1', '125_1_s-a-0', '117_1_s-a-0', '117_s-a-0', '311_1_s-a-1', '125_s-a-0', '121_1_s-a-1', '265_s-a-0', '121_s-a-1', '264_s-a-0', '113_1_s-a-1'} 
